transaction_id,date,customer_id,product_id,region_id,quantity,revenue,cost,profit
1844,2023-07-27,463,1,5,3,614.16,381.46,232.7
1845,2023-07-27,8,1,2,2,494.76,298.06,196.7
1846,2023-07-27,495,6,2,2,63.4,53.15,10.25
1847,2023-07-27,359,5,1,1,45.63,30.34,15.29
1848,2023-07-27,316,4,5,1,50.28,27.58,22.7
1849,2023-07-27,183,2,1,2,544.22,467.24,76.98
1850,2023-07-27,163,4,1,5,351.94,192.56,159.38
1851,2023-07-28,427,4,4,2,155.3,86.16,69.14
1852,2023-07-28,141,3,1,4,324.45,227.67,96.78
1853,2023-07-28,144,2,1,4,1114.74,988.32,126.42
1854,2023-07-28,442,1,3,5,1009.32,663.53,345.79
1855,2023-07-28,402,3,5,2,165.61,125.95,39.66
1856,2023-07-28,422,5,3,3,95.93,65.61,30.32
1857,2023-07-28,356,1,3,4,864.6,520.85,343.75
1858,2023-07-28,16,2,2,1,269.22,216.4,52.82
1859,2023-07-28,494,1,3,2,448.89,283.6,165.29
1860,2023-07-29,165,5,4,5,270.45,196.89,73.56
1861,2023-07-29,403,3,4,5,594.6,427.26,167.34
1862,2023-07-29,450,1,1,3,709.1,483.03,226.07
1863,2023-07-29,405,6,3,4,105.91,82.31,23.6
1864,2023-07-29,13,6,3,3,74.44,60.0,14.44
1865,2023-07-29,131,5,3,3,99.0,66.44,32.56
1866,2023-07-29,468,5,4,1,52.75,36.52,16.23
1867,2023-07-29,284,3,2,3,258.3,203.1,55.2
1868,2023-07-29,330,4,2,1,59.06,32.82,26.24
1869,2023-07-29,57,3,1,3,245.56,192.07,53.49
1870,2023-07-29,136,4,1,2,130.74,77.97,52.77
1871,2023-07-29,491,5,3,4,148.25,105.05,43.2
1872,2023-07-29,400,6,2,5,156.7,128.55,28.15
1873,2023-07-29,359,2,1,4,1200.97,1048.86,152.11
1874,2023-07-29,363,2,1,4,1164.28,1007.1,157.18
1875,2023-07-29,451,1,4,2,636.35,434.53,201.82
1876,2023-07-29,205,5,4,5,231.91,163.67,68.24
1877,2023-07-29,312,6,1,3,98.93,77.38,21.55
1878,2023-07-29,491,2,3,5,1023.63,886.08,137.55
1879,2023-07-30,486,3,3,5,353.54,276.49,77.05
1880,2023-07-30,395,3,3,5,340.62,245.62,95.0
1881,2023-07-30,92,3,2,4,302.44,239.74,62.7
1882,2023-07-30,414,4,4,4,285.33,151.01,134.32
1883,2023-07-30,312,4,1,1,65.35,39.05,26.3
1884,2023-07-30,271,4,1,4,249.65,135.31,114.34
1885,2023-07-30,69,1,3,2,375.11,228.54,146.57
1886,2023-07-30,317,3,2,3,226.31,174.95,51.36
1887,2023-07-30,138,6,3,4,106.4,85.74,20.66
1888,2023-07-30,314,1,3,3,591.12,357.91,233.21
1889,2023-07-30,372,6,1,5,142.1,116.48,25.62
1890,2023-07-30,267,6,4,3,104.91,85.23,19.68
1891,2023-07-30,248,5,4,1,52.38,39.14,13.24
1892,2023-07-31,79,1,1,4,1145.38,791.92,353.46
1893,2023-07-31,259,3,1,2,156.06,124.05,32.01
1894,2023-07-31,486,1,3,1,241.66,153.17,88.49
1895,2023-07-31,65,1,1,4,1000.28,608.72,391.56
1896,2023-07-31,80,2,2,1,270.95,234.71,36.24
1897,2023-07-31,141,6,1,5,157.53,122.43,35.1
1898,2023-07-31,91,2,5,2,420.77,350.97,69.8
1899,2023-07-31,495,3,2,2,168.11,126.16,41.95
1900,2023-07-31,485,2,4,4,1425.71,1167.2,258.51
1901,2023-07-31,495,1,2,5,1233.56,745.25,488.31
1902,2023-08-01,452,4,1,2,108.9,61.45,47.45
1903,2023-08-01,69,2,3,4,884.88,790.79,94.09
1904,2023-08-01,436,4,1,3,209.65,114.91,94.74
1905,2023-08-01,177,3,5,3,255.77,180.36,75.41
1906,2023-08-01,162,4,3,2,113.48,62.9,50.58
1907,2023-08-01,116,4,1,1,54.58,29.98,24.6
1908,2023-08-01,219,2,5,5,1320.32,1105.48,214.84
1909,2023-08-01,103,1,4,2,767.18,491.9,275.28
1910,2023-08-01,164,6,5,5,129.8,105.69,24.11
1911,2023-08-02,279,2,4,3,980.9,813.19,167.71
1912,2023-08-02,369,6,4,2,83.08,63.5,19.58
1913,2023-08-02,383,3,4,3,370.18,261.0,109.18
1914,2023-08-02,65,6,1,1,27.19,22.05,5.14
1915,2023-08-02,349,4,3,4,210.33,118.27,92.06
1916,2023-08-02,369,1,4,3,1136.62,696.49,440.13
1917,2023-08-02,344,3,4,4,391.17,289.91,101.26
1918,2023-08-02,499,5,1,2,87.25,58.49,28.76
1919,2023-08-02,186,1,3,4,894.27,585.51,308.76
1920,2023-08-02,189,5,1,1,42.17,28.37,13.8
1921,2023-08-02,104,3,4,5,462.57,332.72,129.85
1922,2023-08-02,44,6,4,3,117.62,91.73,25.89
1923,2023-08-02,225,5,1,2,78.75,51.57,27.18
1924,2023-08-02,224,1,1,2,565.55,362.63,202.92
1925,2023-08-02,407,5,5,2,67.6,44.39,23.21
1926,2023-08-03,223,3,1,5,473.48,373.44,100.04
1927,2023-08-03,380,3,2,5,388.25,280.14,108.11
1928,2023-08-03,166,5,1,4,160.06,110.85,49.21
1929,2023-08-03,500,6,5,2,65.46,54.01,11.45
1930,2023-08-04,208,4,1,2,118.13,67.33,50.8
1931,2023-08-04,302,6,2,1,28.88,22.19,6.69
1932,2023-08-04,338,6,2,5,143.87,108.87,35.0
1933,2023-08-04,297,1,5,5,1347.37,937.13,410.24
1934,2023-08-04,15,5,2,3,110.35,73.67,36.68
1935,2023-08-04,107,4,4,2,179.06,93.89,85.17
1936,2023-08-04,256,6,1,2,69.25,55.79,13.46
1937,2023-08-04,219,3,5,1,81.13,64.6,16.53
1938,2023-08-04,429,4,4,1,86.52,44.65,41.87
1939,2023-08-04,190,3,5,3,244.31,194.55,49.76
1940,2023-08-05,215,5,5,4,130.77,90.97,39.8
1941,2023-08-05,472,4,4,5,411.91,232.77,179.14
1942,2023-08-05,165,2,4,5,1763.29,1422.81,340.48
1943,2023-08-05,5,4,4,4,304.5,171.92,132.58
1944,2023-08-05,403,5,4,3,172.91,127.7,45.21
1945,2023-08-05,13,4,3,2,115.36,64.35,51.01
1946,2023-08-05,38,4,3,4,201.4,100.83,100.57
1947,2023-08-05,102,2,4,5,1748.53,1486.56,261.97
1948,2023-08-05,434,6,5,2,48.95,39.02,9.93
1949,2023-08-05,302,5,2,5,204.48,146.86,57.62
1950,2023-08-06,290,1,2,3,666.24,420.75,245.49
1951,2023-08-06,186,4,3,4,179.6,103.02,76.58
1952,2023-08-06,78,5,1,5,233.07,157.35,75.72
1953,2023-08-06,309,6,4,5,219.25,165.45,53.8
1954,2023-08-06,105,3,3,5,374.53,282.65,91.88
1955,2023-08-06,27,3,3,1,60.98,46.26,14.72
1956,2023-08-06,406,1,2,5,1415.87,938.07,477.8
1957,2023-08-06,29,3,4,2,227.63,166.34,61.29
1958,2023-08-06,44,1,4,2,714.72,444.37,270.35
1959,2023-08-06,488,3,3,1,69.57,54.39,15.18
1960,2023-08-06,176,3,4,1,114.27,84.74,29.53
1961,2023-08-07,117,5,4,3,150.59,110.03,40.56
1962,2023-08-07,135,4,4,2,168.01,97.83,70.18
1963,2023-08-07,460,6,5,5,126.77,104.49,22.28
1964,2023-08-07,356,4,3,1,57.7,29.73,27.97
1965,2023-08-07,359,6,1,4,112.05,86.55,25.5
1966,2023-08-08,361,4,1,4,232.24,123.05,109.19
1967,2023-08-08,224,2,1,2,533.9,455.91,77.99
1968,2023-08-08,368,3,1,2,173.97,135.35,38.62
1969,2023-08-08,17,4,4,4,280.02,157.31,122.71
1970,2023-08-08,94,5,5,4,171.14,111.78,59.36
1971,2023-08-09,366,1,3,2,437.08,289.09,147.99
1972,2023-08-09,167,2,5,4,1010.12,815.93,194.19
1973,2023-08-09,231,4,5,2,111.83,65.11,46.72
1974,2023-08-09,196,4,4,4,280.77,147.75,133.02
1975,2023-08-09,239,1,2,1,264.04,159.4,104.64
1976,2023-08-09,51,1,4,1,361.8,233.09,128.71
1977,2023-08-10,463,3,5,2,154.57,109.62,44.95
1978,2023-08-10,7,2,2,2,473.54,384.9,88.64
1979,2023-08-10,420,4,5,1,55.54,33.04,22.5
1980,2023-08-10,320,6,4,4,166.3,124.76,41.54
1981,2023-08-10,86,4,2,3,162.54,89.33,73.21
1982,2023-08-10,396,3,4,3,276.13,211.53,64.6
1983,2023-08-10,55,5,4,3,152.41,103.27,49.14
1984,2023-08-11,276,3,4,5,504.52,380.11,124.41
1985,2023-08-11,480,6,3,4,89.78,75.17,14.61
1986,2023-08-11,31,2,1,5,1243.62,1058.85,184.77
1987,2023-08-11,74,6,3,5,132.31,104.43,27.88
1988,2023-08-11,266,1,2,1,231.26,152.23,79.03
1989,2023-08-11,307,3,4,2,183.87,147.01,36.86
1990,2023-08-11,191,4,3,3,169.61,90.8,78.81
1991,2023-08-12,464,5,5,1,41.21,28.25,12.96
1992,2023-08-12,286,5,1,2,84.8,60.5,24.3
1993,2023-08-12,201,6,2,5,141.42,114.47,26.95
1994,2023-08-12,309,6,4,1,41.95,33.47,8.48
1995,2023-08-12,256,1,1,4,1015.28,693.41,321.87
1996,2023-08-12,333,2,3,1,223.14,193.46,29.68
1997,2023-08-12,469,4,1,4,223.15,129.91,93.24
1998,2023-08-12,305,1,4,2,744.48,515.11,229.37
1999,2023-08-13,45,5,1,4,155.24,103.42,51.82
2000,2023-08-13,286,6,1,3,98.47,79.6,18.87
2001,2023-08-13,336,1,1,3,761.42,464.76,296.66
2002,2023-08-13,161,5,4,5,235.04,164.1,70.94
2003,2023-08-13,351,2,5,4,868.35,752.98,115.37
2004,2023-08-13,17,6,4,2,86.03,66.29,19.74
2005,2023-08-13,132,4,2,4,217.23,113.1,104.13
2006,2023-08-13,161,3,4,4,428.45,300.9,127.55
2007,2023-08-14,183,5,1,4,192.57,126.54,66.03
2008,2023-08-14,208,4,1,4,224.44,118.41,106.03
2009,2023-08-14,257,2,5,5,1093.59,899.79,193.8
2010,2023-08-14,245,4,1,5,291.94,152.82,139.12
2011,2023-08-14,389,2,1,2,458.01,381.48,76.53
2012,2023-08-14,52,4,1,2,110.19,61.94,48.25
2013,2023-08-14,40,2,4,3,1024.55,883.12,141.43
2014,2023-08-14,347,2,1,3,799.49,667.5,131.99
2015,2023-08-14,232,2,5,5,1363.92,1151.73,212.19
2016,2023-08-14,486,4,3,4,224.37,124.07,100.3
2017,2023-08-15,182,4,5,1,51.24,30.62,20.62
2018,2023-08-15,296,4,4,2,142.16,85.0,57.16
2019,2023-08-15,250,2,1,5,1188.32,996.48,191.84
2020,2023-08-15,37,4,2,5,306.71,156.48,150.23
2021,2023-08-15,467,3,5,1,68.52,52.07,16.45
2022,2023-08-15,258,6,3,5,122.48,94.17,28.31
2023,2023-08-15,300,3,3,5,306.06,234.03,72.03
2024,2023-08-15,438,4,3,5,289.99,154.2,135.79
2025,2023-08-15,159,6,1,3,80.93,65.45,15.48
2026,2023-08-16,442,5,3,5,178.69,132.46,46.23
2027,2023-08-16,46,4,2,1,60.21,33.97,26.24
2028,2023-08-16,87,2,3,5,1015.83,858.52,157.31
2029,2023-08-16,431,1,3,5,1101.52,698.14,403.38
2030,2023-08-16,409,3,1,1,93.71,74.9,18.81
2031,2023-08-16,192,1,2,1,239.5,163.7,75.8
2032,2023-08-16,364,5,3,3,112.0,83.66,28.34
2033,2023-08-16,321,2,3,3,643.32,571.58,71.74
2034,2023-08-16,322,3,4,3,372.3,267.47,104.83
2035,2023-08-16,323,1,4,3,1059.95,662.92,397.03
2036,2023-08-16,68,5,4,1,51.94,35.18,16.76
2037,2023-08-16,69,4,3,5,257.94,132.21,125.73
2038,2023-08-16,297,4,5,3,150.44,75.23,75.21
2039,2023-08-17,397,4,3,3,148.55,87.87,60.68
2040,2023-08-17,350,1,2,5,1160.46,759.7,400.76
2041,2023-08-17,468,4,4,1,76.27,44.72,31.55
2042,2023-08-17,201,5,2,1,35.56,26.42,9.14
2043,2023-08-17,148,5,2,4,153.77,107.47,46.3
2044,2023-08-17,206,2,4,3,1083.21,871.34,211.87
2045,2023-08-17,490,6,2,5,164.98,124.22,40.76
2046,2023-08-17,475,5,1,2,76.15,55.56,20.59
2047,2023-08-17,236,6,2,4,116.76,91.09,25.67
2048,2023-08-18,97,3,4,4,399.63,292.63,107.0
2049,2023-08-18,24,3,1,1,95.73,75.39,20.34
2050,2023-08-18,269,1,1,1,290.84,190.21,100.63
2051,2023-08-18,303,3,4,2,241.69,193.21,48.48
2052,2023-08-18,389,2,1,5,1154.27,1026.64,127.63
2053,2023-08-18,360,1,2,3,692.08,480.48,211.6
2054,2023-08-19,234,2,2,4,958.83,842.05,116.78
2055,2023-08-19,114,5,1,1,44.22,31.35,12.87
2056,2023-08-19,279,4,4,1,75.89,40.17,35.72
2057,2023-08-19,157,5,3,3,108.48,79.01,29.47
2058,2023-08-19,230,1,4,3,1123.49,694.48,429.01
2059,2023-08-19,295,1,2,2,446.69,296.25,150.44
2060,2023-08-19,58,5,1,1,39.57,29.13,10.44
2061,2023-08-19,95,1,3,2,453.26,281.12,172.14
2062,2023-08-19,452,4,1,5,338.45,172.67,165.78
2063,2023-08-19,244,2,3,1,203.46,178.62,24.84
2064,2023-08-19,241,5,2,2,82.97,55.21,27.76
2065,2023-08-20,179,1,2,3,859.22,568.61,290.61
2066,2023-08-20,386,2,4,3,946.24,833.44,112.8
2067,2023-08-20,141,2,1,4,1177.01,1046.61,130.4
2068,2023-08-20,125,2,4,3,1117.78,943.22,174.56
2069,2023-08-20,140,4,3,2,88.85,45.88,42.97
2070,2023-08-20,272,6,1,2,60.2,47.37,12.83
2071,2023-08-20,175,3,4,4,388.24,301.05,87.19
2072,2023-08-20,354,5,2,4,149.16,110.68,38.48
2073,2023-08-20,155,2,5,3,718.67,591.21,127.46
2074,2023-08-20,151,1,1,5,1454.93,951.19,503.74
2075,2023-08-20,396,6,4,5,172.31,132.56,39.75
2076,2023-08-20,83,3,1,5,423.55,338.37,85.18
2077,2023-08-20,474,2,4,1,369.4,318.07,51.33
2078,2023-08-20,401,2,2,4,984.31,874.73,109.58
2079,2023-08-20,326,2,4,1,308.68,270.15,38.53
2080,2023-08-20,102,1,4,4,1315.17,792.25,522.92
2081,2023-08-20,282,1,1,3,761.03,496.74,264.29
2082,2023-08-20,47,1,4,1,380.41,264.82,115.59
2083,2023-08-21,403,3,4,2,205.31,154.64,50.67
2084,2023-08-21,140,1,3,3,703.92,443.55,260.37
2085,2023-08-21,2,5,5,2,75.12,53.75,21.37
2086,2023-08-21,263,1,5,1,229.81,142.76,87.05
2087,2023-08-21,339,3,5,3,237.02,172.12,64.9
2088,2023-08-21,286,4,1,4,272.54,151.32,121.22
2089,2023-08-21,4,6,1,3,103.54,78.85,24.69
2090,2023-08-21,42,3,5,3,241.08,175.98,65.1
2091,2023-08-21,234,1,2,4,876.64,560.86,315.78
2092,2023-08-22,139,5,5,4,174.32,122.12,52.2
2093,2023-08-22,85,3,4,4,441.35,327.53,113.82
2094,2023-08-22,244,4,3,5,267.19,141.5,125.69
2095,2023-08-22,392,3,2,1,69.7,51.29,18.41
2096,2023-08-22,455,2,1,2,541.55,484.55,57.0
2097,2023-08-22,144,6,1,5,166.61,138.26,28.35
2098,2023-08-22,268,5,3,1,34.68,23.47,11.21
2099,2023-08-22,319,1,4,1,359.64,247.44,112.2
2100,2023-08-23,423,2,5,5,1240.89,1070.42,170.47
2101,2023-08-23,46,4,2,4,244.13,125.16,118.97
2102,2023-08-23,181,2,2,3,685.63,555.89,129.74
2103,2023-08-23,189,1,1,1,234.05,142.93,91.12
2104,2023-08-23,79,3,1,4,293.9,223.01,70.89
2105,2023-08-23,162,5,3,2,66.02,44.7,21.32
2106,2023-08-23,223,6,1,1,28.62,23.1,5.52
2107,2023-08-23,475,6,1,5,135.42,107.25,28.17
2108,2023-08-23,61,1,1,3,850.59,573.53,277.06
2109,2023-08-23,148,1,2,4,1036.46,708.8,327.66
2110,2023-08-23,119,6,4,1,42.87,35.49,7.38
2111,2023-08-24,322,6,4,4,172.18,143.81,28.37
2112,2023-08-24,195,1,2,3,670.36,426.27,244.09
2113,2023-08-24,237,6,1,2,69.64,55.37,14.27
2114,2023-08-24,459,6,1,3,108.67,88.54,20.13
2115,2023-08-24,190,3,5,4,327.9,254.85,73.05
2116,2023-08-24,205,1,4,5,1629.52,1017.35,612.17
2117,2023-08-24,25,1,5,1,256.69,161.52,95.17
2118,2023-08-24,401,4,2,5,281.88,154.49,127.39
2119,2023-08-25,254,1,3,5,946.79,611.89,334.9
2120,2023-08-25,491,5,3,5,156.24,109.2,47.04
2121,2023-08-25,467,5,5,1,38.68,27.9,10.78
2122,2023-08-25,313,6,4,4,169.82,140.93,28.89
2123,2023-08-25,136,1,1,5,1246.7,857.63,389.07
2124,2023-08-25,214,4,4,4,280.76,158.16,122.6
2125,2023-08-25,367,4,5,3,151.4,77.03,74.37
2126,2023-08-25,45,5,1,5,189.56,135.59,53.97
2127,2023-08-25,141,4,1,5,316.24,171.11,145.13
2128,2023-08-25,61,6,1,2,71.49,60.47,11.02
2129,2023-08-25,7,3,2,2,155.68,116.44,39.24
2130,2023-08-25,60,1,4,1,381.18,262.28,118.9
2131,2023-08-26,408,1,1,4,899.94,623.08,276.86
2132,2023-08-26,361,5,1,3,110.59,79.0,31.59
2133,2023-08-26,85,6,4,3,139.32,108.19,31.13
2134,2023-08-26,406,6,2,4,103.58,81.27,22.31
2135,2023-08-26,69,4,3,2,109.0,61.79,47.21
2136,2023-08-26,77,2,2,4,879.8,776.55,103.25
2137,2023-08-27,359,1,1,5,1339.5,883.99,455.51
2138,2023-08-27,426,5,3,5,148.35,110.45,37.9
2139,2023-08-27,42,3,5,4,283.66,198.56,85.1
2140,2023-08-27,440,2,4,2,741.32,614.63,126.69
2141,2023-08-27,114,3,1,2,160.06,125.89,34.17
2142,2023-08-27,135,4,4,3,220.82,121.8,99.02
2143,2023-08-27,70,3,4,5,609.14,455.47,153.67
2144,2023-08-27,337,5,4,3,141.33,104.96,36.37
2145,2023-08-27,311,2,3,3,637.58,545.1,92.48
2146,2023-08-27,247,2,2,1,254.66,218.24,36.42
2147,2023-08-27,401,4,2,4,241.83,135.94,105.89
2148,2023-08-27,250,2,1,5,1383.08,1132.35,250.73
2149,2023-08-27,184,2,3,3,637.55,522.93,114.62
2150,2023-08-27,7,2,2,4,1029.81,874.09,155.72
2151,2023-08-27,370,3,3,4,252.27,191.91,60.36
2152,2023-08-28,244,3,3,3,229.11,177.09,52.02
2153,2023-08-28,403,1,4,5,1906.36,1240.82,665.54
2154,2023-08-28,1,1,4,5,1794.87,1150.3,644.57
2155,2023-08-28,47,3,4,2,192.09,151.97,40.12
2156,2023-08-28,354,6,2,5,166.38,130.4,35.98
2157,2023-08-28,110,2,4,3,1128.61,916.47,212.14
2158,2023-08-28,166,6,1,2,64.76,55.02,9.74
2159,2023-08-28,132,1,2,1,219.57,148.1,71.47
2160,2023-08-28,289,1,1,3,894.11,575.3,318.81
2161,2023-08-28,274,5,4,5,232.57,158.48,74.09
2162,2023-08-28,64,3,1,5,359.68,284.52,75.16
2163,2023-08-28,276,6,4,1,45.27,38.1,7.17
2164,2023-08-29,416,1,4,1,326.82,211.01,115.81
2165,2023-08-29,247,2,2,5,1421.33,1142.44,278.89
2166,2023-08-29,70,5,4,1,50.91,33.21,17.7
2167,2023-08-29,437,4,4,4,289.17,167.54,121.63
2168,2023-08-29,102,3,4,2,248.17,175.17,73.0
2169,2023-08-29,281,6,2,1,26.42,22.29,4.13
2170,2023-08-29,198,5,2,1,43.72,31.03,12.69
2171,2023-08-29,326,4,4,3,216.67,115.48,101.19
2172,2023-08-29,294,6,4,5,178.91,144.45,34.46
2173,2023-08-29,164,4,5,5,309.12,164.35,144.77
2174,2023-08-30,214,6,4,5,218.38,181.23,37.15
2175,2023-08-30,23,1,2,4,905.74,597.39,308.35
2176,2023-08-30,405,6,3,3,66.49,53.89,12.6
2177,2023-08-30,304,4,4,2,183.49,101.93,81.56
2178,2023-08-30,322,5,4,3,146.38,108.45,37.93
2179,2023-08-30,312,1,1,1,291.24,191.79,99.45
2180,2023-08-30,86,3,2,3,231.19,181.95,49.24
2181,2023-08-30,338,3,2,4,351.15,267.41,83.74
2182,2023-08-31,388,3,3,5,358.41,277.9,80.51
2183,2023-08-31,160,1,1,5,1430.16,943.81,486.35
2184,2023-08-31,58,3,1,3,220.65,167.04,53.61
2185,2023-08-31,310,1,4,5,1781.33,1185.58,595.75
2186,2023-08-31,19,6,1,3,92.42,74.15,18.27
2187,2023-08-31,331,1,3,5,1027.64,689.78,337.86
2188,2023-08-31,161,4,4,3,213.24,112.38,100.86
2189,2023-08-31,450,6,1,3,95.6,78.07,17.53
2190,2023-08-31,457,4,4,1,74.65,43.47,31.18
2191,2023-08-31,78,4,1,2,136.02,80.68,55.34
2192,2023-09-01,85,6,4,5,223.78,183.61,40.17
2193,2023-09-01,97,3,4,1,112.67,83.2,29.47
2194,2023-09-01,427,5,4,1,59.99,44.1,15.89
2195,2023-09-01,254,2,3,2,364.19,302.94,61.25
2196,2023-09-01,298,4,1,1,55.33,29.63,25.7
2197,2023-09-01,254,4,3,1,51.49,28.71,22.78
2198,2023-09-02,87,6,3,2,56.63,46.14,10.49
2199,2023-09-02,240,1,1,2,601.7,365.37,236.33
2200,2023-09-02,489,2,2,3,643.21,576.18,67.03
2201,2023-09-02,482,6,3,1,26.81,22.06,4.75
2202,2023-09-02,421,3,5,3,198.53,141.65,56.88
2203,2023-09-02,149,6,2,4,102.65,85.48,17.17
2204,2023-09-02,236,3,2,3,261.24,194.08,67.16
2205,2023-09-02,322,1,4,3,969.14,595.09,374.05
2206,2023-09-02,386,1,4,1,302.86,184.03,118.83
2207,2023-09-02,487,1,2,4,1092.77,662.01,430.76
2208,2023-09-02,405,6,3,5,111.61,89.93,21.68
2209,2023-09-02,316,6,5,2,50.34,42.59,7.75
2210,2023-09-03,194,2,3,3,725.55,600.17,125.38
2211,2023-09-03,423,5,5,3,112.26,78.69,33.57
2212,2023-09-03,68,1,4,2,652.5,429.18,223.32
2213,2023-09-03,180,1,1,4,1025.35,693.05,332.3
2214,2023-09-03,167,2,5,3,742.19,649.97,92.22
2215,2023-09-03,388,2,3,5,1167.09,958.32,208.77
2216,2023-09-03,313,1,4,5,1920.18,1256.8,663.38
2217,2023-09-03,253,2,2,4,973.86,786.94,186.92
2218,2023-09-03,278,2,3,2,395.51,335.89,59.62
2219,2023-09-03,442,3,3,2,132.92,96.93,35.99
2220,2023-09-03,367,5,5,4,158.74,111.38,47.36
2221,2023-09-03,317,4,2,3,169.69,90.88,78.81
2222,2023-09-03,449,5,3,4,121.23,84.96,36.27
2223,2023-09-04,370,5,3,4,130.01,92.13,37.88
2224,2023-09-04,181,2,2,5,1238.18,1074.04,164.14
2225,2023-09-04,170,3,1,2,166.03,131.96,34.07
2226,2023-09-04,22,4,1,2,115.06,65.16,49.9
2227,2023-09-04,188,4,5,1,64.67,32.59,32.08
2228,2023-09-04,121,1,4,5,1836.2,1238.16,598.04
2229,2023-09-04,142,4,4,2,147.93,85.34,62.59
2230,2023-09-04,310,1,4,4,1397.15,909.01,488.14
2231,2023-09-04,39,1,2,4,1116.61,758.2,358.41
2232,2023-09-04,179,4,2,4,264.23,157.54,106.69
2233,2023-09-04,409,4,1,5,299.06,153.49,145.57
2234,2023-09-04,159,4,1,2,124.07,70.72,53.35
2235,2023-09-04,29,1,4,1,340.51,211.23,129.28
2236,2023-09-04,430,3,3,5,350.95,280.07,70.88
2237,2023-09-05,245,4,1,2,132.35,78.55,53.8
2238,2023-09-05,486,6,3,5,121.96,95.17,26.79
2239,2023-09-05,393,1,4,3,872.03,568.88,303.15
2240,2023-09-05,458,1,4,5,1803.32,1159.26,644.06
2241,2023-09-05,216,4,3,3,137.2,71.66,65.54
2242,2023-09-05,270,4,1,1,60.05,35.1,24.95
2243,2023-09-05,143,5,4,3,174.91,116.56,58.35
2244,2023-09-05,38,5,3,1,38.55,26.48,12.07
2245,2023-09-05,22,5,1,3,126.05,94.41,31.64
2246,2023-09-06,337,6,4,1,42.61,35.99,6.62
2247,2023-09-06,387,1,1,4,1033.62,660.04,373.58
2248,2023-09-06,283,2,1,4,1084.08,883.77,200.31
2249,2023-09-06,28,5,2,3,122.6,85.47,37.13
2250,2023-09-06,305,2,4,3,866.5,715.74,150.76
2251,2023-09-06,357,2,4,3,1159.7,971.88,187.82
2252,2023-09-06,343,2,1,1,282.42,241.31,41.11
2253,2023-09-06,328,5,1,2,88.05,61.08,26.97
2254,2023-09-06,73,4,1,4,220.04,113.94,106.1
2255,2023-09-06,115,3,2,2,174.29,132.39,41.9
2256,2023-09-06,140,2,3,3,597.53,534.32,63.21
2257,2023-09-06,432,3,4,2,238.41,185.78,52.63
2258,2023-09-07,322,2,4,1,316.72,256.76,59.96
2259,2023-09-07,241,4,2,2,136.08,77.89,58.19
2260,2023-09-07,293,6,3,2,44.54,33.97,10.57
2261,2023-09-07,428,2,4,1,375.91,316.31,59.6
2262,2023-09-07,126,5,2,5,221.85,151.95,69.9
2263,2023-09-07,179,4,2,3,175.14,103.78,71.36
2264,2023-09-07,236,2,2,2,452.05,371.05,81.0
2265,2023-09-07,168,3,5,1,74.98,56.63,18.35
2266,2023-09-08,336,2,1,2,493.41,430.56,62.85
2267,2023-09-08,328,5,1,2,92.26,67.52,24.74
2268,2023-09-08,56,4,2,5,272.1,140.47,131.63
2269,2023-09-08,474,2,4,3,890.13,746.47,143.66
2270,2023-09-08,80,1,2,2,531.57,356.24,175.33
2271,2023-09-08,250,3,1,2,176.5,139.58,36.92
2272,2023-09-08,147,6,3,4,100.71,83.57,17.14
2273,2023-09-08,348,3,3,4,293.75,216.19,77.56
2274,2023-09-08,98,4,4,3,244.23,142.49,101.74
2275,2023-09-08,149,1,2,3,706.6,451.81,254.79
2276,2023-09-08,426,6,3,2,53.87,41.3,12.57
2277,2023-09-09,480,6,3,4,109.36,89.4,19.96
2278,2023-09-09,453,1,1,4,1027.21,656.08,371.13
2279,2023-09-09,52,2,1,3,744.5,631.33,113.17
2280,2023-09-09,159,6,1,5,160.93,133.72,27.21
2281,2023-09-09,79,3,1,3,224.97,169.78,55.19
2282,2023-09-09,454,5,1,4,159.46,118.71,40.75
2283,2023-09-09,368,4,1,1,57.58,31.62,25.96
2284,2023-09-09,52,3,1,2,148.39,117.78,30.61
2285,2023-09-09,306,6,5,2,64.85,51.82,13.03
2286,2023-09-09,353,1,2,4,910.16,610.0,300.16
2287,2023-09-09,444,2,2,1,282.27,233.47,48.8
2288,2023-09-10,244,5,3,4,139.94,92.29,47.65
2289,2023-09-10,191,3,3,5,370.69,283.32,87.37
2290,2023-09-10,368,2,1,1,243.39,195.66,47.73
2291,2023-09-10,290,3,2,2,169.27,128.11,41.16
2292,2023-09-10,217,4,2,5,338.92,183.43,155.49
2293,2023-09-10,301,5,3,4,127.17,92.59,34.58
2294,2023-09-10,443,5,5,4,173.5,113.86,59.64
2295,2023-09-10,380,2,2,4,972.91,839.19,133.72
2296,2023-09-11,492,2,1,1,287.84,248.96,38.88
2297,2023-09-11,400,6,2,4,111.89,87.5,24.39
2298,2023-09-11,300,5,3,1,35.52,24.74,10.78
2299,2023-09-11,277,3,5,3,247.52,179.93,67.59
2300,2023-09-11,193,2,4,3,1107.15,978.97,128.18
2301,2023-09-11,367,5,5,2,69.15,51.63,17.52
2302,2023-09-11,246,4,2,3,158.94,91.95,66.99
2303,2023-09-11,481,6,4,2,87.46,69.3,18.16
2304,2023-09-11,399,3,3,4,249.1,176.13,72.97
2305,2023-09-12,410,1,2,1,234.09,145.83,88.26
